Symbol,Name,MarketCap,IPOyear,Sector,Industry,Date
LIFE,"aTyr Pharma, Inc.",154497860.4,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),31/10/17
AUBN,"Auburn National Bancorporation, Inc.",125122700.6,n/a,Finance,Major Banks,31/10/17
BOLD,"Audentes Therapeutics, Inc.",714330445.1,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),31/10/17
AUDC,AudioCodes Ltd.,246974075.5,1999,Public Utilities,Telecommunications Equipment,31/10/17
AUPH,Aurinia Pharmaceuticals Inc,479483928.6,n/a,Health Care,Major Pharmaceuticals,31/10/17
EARS,Auris Medical Holding AG,35020466.16,2014,Health Care,Major Pharmaceuticals,31/10/17
ADSK,"Autodesk, Inc.",27087778008,n/a,Technology,Computer Software: Prepackaged Software,31/10/17
ADP,"Automatic Data Processing, Inc.",52555352586,n/a,Technology,EDP Services,31/10/17
AUTO,"AutoWeb, Inc.",90969078.2,n/a,Technology,"Computer Software: Programming, Data Processing",31/10/17
AVDL,Avadel Pharmaceuticals plc,383053878.9,n/a,Health Care,Major Pharmaceuticals,31/10/17
ATXI,"Avenue Therapeutics, Inc.",46590277.12,2017,Health Care,Major Pharmaceuticals,31/10/17
AVEO,"AVEO Pharmaceuticals, Inc.",352557303.6,2010,Health Care,Major Pharmaceuticals,31/10/17
AVXS,"AveXis, Inc.",3314180549,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),31/10/17
AVNW,"Aviat Networks, Inc.",87852649.64,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,31/10/17
AVID,"Avid Technology, Inc.",183438970.4,1993,Technology,Computer Software: Prepackaged Software,31/10/17
AVGR,"Avinger, Inc.",7891627.92,2015,Health Care,Medical/Dental Instruments,31/10/17
AVIR,"Aviragen Therapeutics, Inc.",32075001.79,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),31/10/17
CAR,"Avis Budget Group, Inc.",3410233279,n/a,Consumer Services,Rental/Leasing Companies,31/10/17
AHPA,Avista Healthcare Public Acquisition Corp.,387112500,2016,Finance,Business Services,31/10/17
AHPAU,Avista Healthcare Public Acquisition Corp.,0,2016,Finance,Business Services,31/10/17
AHPAW,Avista Healthcare Public Acquisition Corp.,0,2016,Finance,Business Services,31/10/17
AWRE,"Aware, Inc.",99954149.8,1996,Technology,Computer Software: Prepackaged Software,31/10/17
ACLS,"Axcelis Technologies, Inc.",1008528772,2000,Technology,Industrial Machinery/Components,31/10/17
AXGN,"AxoGen, Inc.",668126954.7,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,31/10/17
AAXN,"Axon Enterprise, Inc.",1210942193,n/a,Capital Goods,Ordnance And Accessories,31/10/17
AXON          ,Axovant Sciences Ltd.,551607995.3,n/a,Health Care,Major Pharmaceuticals,31/10/17
AXSM,"Axsome Therapeutics, Inc.",118054835,2015,Health Care,Major Pharmaceuticals,31/10/17
AXTI,AXT Inc,367219108.5,1998,Technology,Semiconductors,31/10/17
AYTU,"Aytu BioScience, Inc.",14880741.4,n/a,Health Care,Major Pharmaceuticals,31/10/17
AZRX,"AzurRx BioPharma, Inc.",36973267.2,2016,Health Care,Major Pharmaceuticals,31/10/17
BCOM,B Communications Ltd.,460291293,n/a,Consumer Services,Telecommunications Equipment,31/10/17
RILY,"B. Riley Financial, Inc.",441143075.1,n/a,Miscellaneous,Business Services,31/10/17
RILYL,"B. Riley Financial, Inc.",0,n/a,Miscellaneous,Business Services,31/10/17
RILYZ,"B. Riley Financial, Inc.",0,n/a,Miscellaneous,Business Services,31/10/17
BOSC,B.O.S. Better Online Solutions,5954826.96,n/a,Technology,Computer Communications Equipment,31/10/17
BIDU,"Baidu, Inc.",65951236762,2005,Technology,"Computer Software: Programming, Data Processing",31/10/17
BCPC,Balchem Corporation,2686710825,n/a,Basic Industries,Major Chemicals,31/10/17
BWINA,"Baldwin & Lyons, Inc.",346593191.6,n/a,Finance,Property-Casualty Insurers,31/10/17
BWINB,"Baldwin & Lyons, Inc.",344022474.3,n/a,Finance,Property-Casualty Insurers,31/10/17
BLDP,"Ballard Power Systems, Inc.",861908676.3,n/a,Energy,Industrial Machinery/Components,31/10/17
BANF,BancFirst Corporation,1806635672,1993,Finance,Major Banks,31/10/17
BANFP,BancFirst Corporation,27840000,n/a,Finance,Major Banks,31/10/17
BCTF,"Bancorp 34, Inc.",48972570.84,n/a,Finance,Savings Institutions,31/10/17
BKMU,Bank Mutual Corporation,491541564.8,n/a,Finance,Savings Institutions,31/10/17
BOCH,Bank of Commerce Holdings (CA),193495915.9,n/a,Finance,Major Banks,31/10/17
BMRC,Bank of Marin Bancorp,442492559.2,n/a,Finance,Major Banks,31/10/17
BMLP,Bank Of Montreal,45561900,n/a,Finance,Commercial Banks,31/10/17
BKSC,Bank of South Carolina Corp.,94366190.54,n/a,Finance,Major Banks,31/10/17
BOTJ,"Bank of the James Financial Group, Inc.",63399753.28,n/a,Finance,Major Banks,31/10/17
OZRK,Bank of the Ozarks,6055844548,1997,Finance,Major Banks,31/10/17
BFIN,BankFinancial Corporation,298479311.8,n/a,Finance,Savings Institutions,31/10/17
BWFG,"Bankwell Financial Group, Inc.",286122851.8,2014,Finance,Major Banks,31/10/17
BANR,Banner Corporation,1926271346,n/a,Finance,Major Banks,31/10/17
BZUN,Baozun Inc.,1169159193,2015,Consumer Services,Catalog/Specialty Distribution,31/10/17
TAPR,Barclays Inverse US Treasury Composite ETN,16181958,n/a,Finance,Commercial Banks,31/10/17
DLBL,Barclays PLC,4786683.44,n/a,Finance,Commercial Banks,31/10/17
DTYL,Barclays PLC,5320450.62,n/a,Finance,Commercial Banks,31/10/17
BHAC,Barington/Hilco Acquisition Corp.,48926400.8,2015,Finance,Business Services,31/10/17
BHACR,Barington/Hilco Acquisition Corp.,0,2015,Finance,Business Services,31/10/17
BHACU,Barington/Hilco Acquisition Corp.,0,2015,Finance,Business Services,31/10/17
BHACW,Barington/Hilco Acquisition Corp.,0,2015,Finance,Business Services,31/10/17
BBSI,"Barrett Business Services, Inc.",446986584.7,1993,Technology,Professional Services,31/10/17
BSET,"Bassett Furniture Industries, Incorporated",424581510.5,n/a,Consumer Durables,Home Furnishings,31/10/17
BYBK,"Bay Bancorp, Inc.",129150562.5,n/a,Finance,Major Banks,31/10/17
BV,"Bazaarvoice, Inc.",416561523.9,2012,Technology,Computer Software: Prepackaged Software,31/10/17
BCBP,"BCB Bancorp, Inc. (NJ)",214953181.3,2005,Finance,Savings Institutions,31/10/17
BECN,"Beacon Roofing Supply, Inc.",3717042003,2004,Consumer Services,RETAIL: Building Materials,31/10/17
BSF,"Bear State Financial, Inc.",387485426,n/a,Finance,Major Banks,31/10/17
BBGI,"Beasley Broadcast Group, Inc.",308034349.9,2000,Consumer Services,Broadcasting,31/10/17
BEBE,"bebe stores, inc.",45014260.4,1998,Consumer Non-Durables,Apparel,31/10/17
BBBY,Bed Bath & Beyond Inc.,2909236368,1992,Consumer Services,Home Furnishings,31/10/17
BGNE,"BeiGene, Ltd.",1836162068,2016,Health Care,Major Pharmaceuticals,31/10/17
BELFA,Bel Fuse Inc.,340358183.6,n/a,Capital Goods,Electrical Products,31/10/17
BELFB,Bel Fuse Inc.,392628336.4,n/a,Capital Goods,Electrical Products,31/10/17
BLPH,"Bellerophon Therapeutics, Inc.",75295293.16,2015,Health Care,Major Pharmaceuticals,31/10/17
BLCM,"Bellicum Pharmaceuticals, Inc.",323626295.1,2014,Health Care,Major Pharmaceuticals,31/10/17
BNCL,"Beneficial Bancorp, Inc.",1309874541,n/a,Finance,Savings Institutions,31/10/17
BNFT,"Benefitfocus, Inc.",859003545.1,2013,Technology,Computer Software: Prepackaged Software,31/10/17
BNTC,Benitec Biopharma Limited,4629534.1,2015,Health Care,Major Pharmaceuticals,31/10/17
BNTCW,Benitec Biopharma Limited,0,2015,Health Care,Major Pharmaceuticals,31/10/17
BYSI,"BeyondSpring, Inc.",828815221.4,2017,Health Care,Major Pharmaceuticals,31/10/17
BGCP,"BGC Partners, Inc.",4324149431,n/a,Finance,Investment Bankers/Brokers/Service,31/10/17
BGFV,Big 5 Sporting Goods Corporation,155295069.5,2002,Consumer Services,Other Specialty Stores,31/10/17
BASI,"Bioanalytical Systems, Inc.",17219292.64,1997,Health Care,Biotechnology: Commercial Physical & Biological Resarch,31/10/17
ORPN,Bioblast Pharma Ltd.,7988001.4,2014,Health Care,Major Pharmaceuticals,31/10/17
BIOC,"Biocept, Inc.",29346130.71,2014,Health Care,Medical Specialities,31/10/17
BCRX,"BioCryst Pharmaceuticals, Inc.",434622038.8,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),31/10/17
BDSI,"BioDelivery Sciences International, Inc.",163654117.4,n/a,Health Care,Major Pharmaceuticals,31/10/17
BIIB,Biogen Inc.,65079912285,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),31/10/17
BKYI,"BIO-key International, Inc.",15921173.1,n/a,Technology,Computer Communications Equipment,31/10/17
BIOL,"Biolase, Inc.",51208349.05,n/a,Health Care,Medical/Dental Instruments,31/10/17
BLFS,"BioLife Solutions, Inc.",76854947.26,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,31/10/17
BOLT,BioLight Life Sciences Ltd.,0,n/a,n/a,n/a,31/10/17
BLRX,BioLineRx Ltd.,74457668.42,n/a,Health Care,Major Pharmaceuticals,31/10/17
BMRN,BioMarin Pharmaceutical Inc.,14573560891,1999,Health Care,Major Pharmaceuticals,31/10/17
BMRA,"Biomerica, Inc.",24012787.86,n/a,Health Care,Medical/Dental Instruments,31/10/17
BVXV,BiondVax Pharmaceuticals Ltd.,9982133.74,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),31/10/17
BVXVW,BiondVax Pharmaceuticals Ltd.,0,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),31/10/17
BPTH,"Bio-Path Holdings, Inc.",41023365.08,n/a,Health Care,Major Pharmaceuticals,31/10/17
BIOS,"BioScrip, Inc.",319962817.3,n/a,Health Care,Medical/Nursing Services,31/10/17
BSTC,BioSpecifics Technologies Corp,324969608.9,n/a,Health Care,Major Pharmaceuticals,31/10/17
BSPM,"Biostar Pharmaceuticals, Inc.",4180363.64,n/a,Health Care,Major Pharmaceuticals,31/10/17
TECH,Bio-Techne Corp,4709673918,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),31/10/17
BEAT,"BioTelemetry, Inc.",956240836.8,2008,Health Care,Medical Specialities,31/10/17
BIVV,Bioverativ Inc.,6040885281,n/a,Health Care,Major Pharmaceuticals,31/10/17
BCAC,Bison Capital Acquisition Corp.,78752108.19,2017,Finance,Business Services,31/10/17
BCACR,Bison Capital Acquisition Corp.,0,2017,Finance,Business Services,31/10/17
BCACU,Bison Capital Acquisition Corp.,0,2017,Finance,Business Services,31/10/17
BCACW,Bison Capital Acquisition Corp.,0,2017,Finance,Business Services,31/10/17
BJRI,"BJ&#39;s Restaurants, Inc.",695930909.9,n/a,Consumer Services,Restaurants,31/10/17
BBOX,Black Box Corporation,45413124,n/a,Technology,Computer Communications Equipment,31/10/17
BRAC,Black Ridge Acquisition Corp.,0,2017,n/a,n/a,31/10/17
BRACR,Black Ridge Acquisition Corp.,0,2017,n/a,n/a,31/10/17
BRACU,Black Ridge Acquisition Corp.,0,2017,Finance,Business Services,31/10/17
BRACW,Black Ridge Acquisition Corp.,0,2017,n/a,n/a,31/10/17
BLKB,"Blackbaud, Inc.",4920972241,2004,Technology,Computer Software: Prepackaged Software,31/10/17
HAWK,"Blackhawk Network Holdings, Inc.",1931652200,2013,Finance,Finance: Consumer Services,31/10/17
BL,"BlackLine, Inc.",1850096890,2016,Technology,Computer Software: Prepackaged Software,31/10/17
BKCC,BlackRock Capital Investment Corporation,535473073.1,2007,n/a,n/a,31/10/17
ADRA,BLDRS Asia 50 ADR Index Fund,23527000,n/a,n/a,n/a,31/10/17
ADRD,BLDRS Developed Markets 100 ADR Index Fund,63728000,n/a,n/a,n/a,31/10/17
ADRE,BLDRS Emerging Markets 50 ADR Index Fund,157620000,n/a,n/a,n/a,31/10/17
ADRU,BLDRS Europe 100 ADR Index Fund,14404000,n/a,n/a,n/a,31/10/17
BLMN,"Bloomin&#39; Brands, Inc.",1679448205,2012,Consumer Services,Restaurants,31/10/17
BCOR,"Blucora, Inc.",1070488151,n/a,Finance,Finance: Consumer Services,31/10/17
BLBD,Blue Bird Corporation,518605973.6,2014,Capital Goods,Construction/Ag Equipment/Trucks,31/10/17
BUFF,"Blue Buffalo Pet Products, Inc.",5734333349,2015,Consumer Non-Durables,Packaged Foods,31/10/17
BHBK,"Blue Hills Bancorp, Inc.",566832256.8,2014,Finance,Major Banks,31/10/17
BLUE,"bluebird bio, Inc.",6418985408,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),31/10/17
BKEP,"Blueknight Energy Partners L.P., L.L.C.",215502718.1,2011,Energy,Natural Gas Distribution,31/10/17
BKEPP,"Blueknight Energy Partners L.P., L.L.C.",233204537.3,n/a,Energy,Natural Gas Distribution,31/10/17
BPMC,Blueprint Medicines Corporation,2738564430,2015,Health Care,Major Pharmaceuticals,31/10/17
BMCH,"BMC Stock Holdings, Inc.",1426217839,2013,Consumer Services,RETAIL: Building Materials,31/10/17
BOBE,"Bob Evans Farms, Inc.",1539757019,n/a,Consumer Services,Restaurants,31/10/17
BOFI,"BofI Holding, Inc.",1716143895,2005,Finance,Savings Institutions,31/10/17
BOFIL,"BofI Holding, Inc.",0,n/a,Finance,Savings Institutions,31/10/17
WIFI,"Boingo Wireless, Inc.",931333139.5,2011,Consumer Services,Telecommunications Equipment,31/10/17
BOJA,"Bojangles&#39;, Inc.",449541057.6,2015,Consumer Services,Restaurants,31/10/17
BOKF,BOK Financial Corporation,5772997565,n/a,Finance,Major Banks,31/10/17
BOKFL,BOK Financial Corporation,0,n/a,Finance,Major Banks,31/10/17
BNSO,"Bonso Electronics International, Inc.",12407493.68,n/a,Capital Goods,Industrial Machinery/Components,31/10/17
BRQS,"Borqs Technologies, Inc. ",30027860.75,2015,Finance,Business Services,31/10/17
BRQSW,"Borqs Technologies, Inc. ",0,2015,Finance,Business Services,31/10/17
BOMN,Boston Omaha Corporation,247038732.4,n/a,Finance,Real Estate,31/10/17
BPFH,"Boston Private Financial Holdings, Inc.",1366342478,n/a,Finance,Major Banks,31/10/17
BPFHP,"Boston Private Financial Holdings, Inc.",0,n/a,Finance,Major Banks,31/10/17
BPFHW,"Boston Private Financial Holdings, Inc.",0,n/a,Finance,Major Banks,31/10/17
EPAY,"Bottomline Technologies, Inc.",1320577630,1999,Technology,Computer Software: Prepackaged Software,31/10/17
BLVD,Boulevard Acquisition Corp. II,462037500,2015,Finance,Business Services,31/10/17
BLVDU,Boulevard Acquisition Corp. II,0,2015,Finance,Business Services,31/10/17
BLVDW,Boulevard Acquisition Corp. II,0,2015,Finance,Business Services,31/10/17
BOXL,Boxlight Corporation,0,n/a,n/a,n/a,31/10/17
BBRX,"Braeburn Pharmaceuticals, Inc.",0,n/a,n/a,n/a,31/10/17
BCLI,Brainstorm Cell Therapeutics Inc.,83284848.92,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),31/10/17
BBRG,"Bravo Brio Restaurant Group, Inc.",31152814.75,2010,Consumer Services,Restaurants,31/10/17
BDGE,"Bridge Bancorp, Inc.",726395307,n/a,Finance,Major Banks,31/10/17
BLIN          ,"Bridgeline Digital, Inc.",11048230.24,n/a,Technology,Computer Software: Prepackaged Software,31/10/17
BRID,Bridgford Foods Corporation,116001913,n/a,Consumer Non-Durables,Specialty Foods,31/10/17
BCOV,Brightcove Inc.,269609239.1,2012,Technology,EDP Services,31/10/17
BHF,"Brighthouse Financial, Inc.",7621162735,n/a,Finance,Life Insurance,31/10/17
AVGO,Broadcom Limited,1.03178E+11,2009,Technology,Semiconductors,31/10/17
BSFT,"BroadSoft, Inc.",1733935193,2010,Technology,Computer Software: Prepackaged Software,31/10/17
BVSN,"BroadVision, Inc.",21242101.27,1996,Technology,Computer Software: Prepackaged Software,31/10/17
BYFC,Broadway Financial Corporation,68079023.12,n/a,Finance,Savings Institutions,31/10/17
BWEN,"Broadwind Energy, Inc.",43604843.7,n/a,Capital Goods,Metal Fabrications,31/10/17
BRCD,"Brocade Communications Systems, Inc.",4816819800,1999,Technology,Computer Communications Equipment,31/10/17
BRKL,"Brookline Bancorp, Inc.",1222395445,n/a,Finance,Savings Institutions,31/10/17
BRKS,"Brooks Automation, Inc.",2326472655,1995,Technology,Industrial Machinery/Components,31/10/17
BRKR,Bruker Corporation,5024518987,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,31/10/17
BMTC,Bryn Mawr Bank Corporation,757398960.5,n/a,Finance,Major Banks,31/10/17
BLMT,"BSB Bancorp, Inc.",301158025,2011,Finance,Major Banks,31/10/17
BSQR,BSQUARE Corporation,67437204.75,1999,Miscellaneous,Business Services,31/10/17
BWLD,"Buffalo Wild Wings, Inc.",1929810009,2003,Consumer Services,Restaurants,31/10/17
BLDR,"Builders FirstSource, Inc.",2015178851,2005,Consumer Services,RETAIL: Building Materials,31/10/17
BUR,Burcon NutraScience Corp,19288076.53,n/a,Consumer Non-Durables,Packaged Foods,31/10/17
CFFI,C&F Financial Corporation,204176906.7,n/a,Finance,Major Banks,31/10/17
CHRW,"C.H. Robinson Worldwide, Inc.",11200814535,1997,Transportation,Oil Refining/Marketing,31/10/17
CA,CA Inc.,13847148187,n/a,Technology,Computer Software: Prepackaged Software,31/10/17
CCMP,Cabot Microelectronics Corporation,2433434288,2000,Technology,Semiconductors,31/10/17
CDNS,"Cadence Design Systems, Inc.",12071059080,n/a,Technology,Computer Software: Prepackaged Software,31/10/17
CDZI,"Cadiz, Inc.",291768369.2,n/a,Public Utilities,Water Supply,31/10/17
CZR,Caesars Entertainment Corporation,4709700547,2012,Consumer Services,Hotels/Resorts,31/10/17
CSTE,Caesarstone Ltd.,986745223.8,2012,Capital Goods,Building Materials,31/10/17
PRSS,CafePress Inc.,34627545.28,2012,Consumer Services,Other Specialty Stores,31/10/17
CLBS,"Caladrius Biosciences, Inc.",30260673.21,n/a,Health Care,Hospital/Nursing Management,31/10/17
CHY,Calamos Convertible and High Income Fund,861014320.6,2003,n/a,n/a,31/10/17
CHI,Calamos Convertible Opportunities and Income Fund,806668669.4,2002,n/a,n/a,31/10/17
CCD,Calamos Dynamic Convertible & Income Fund,497691563.7,n/a,n/a,n/a,31/10/17
CHW,Calamos Global Dynamic Income Fund,531652997.9,2007,n/a,n/a,31/10/17
CGO,Calamos Global Total Return Fund,117917463.9,2005,n/a,n/a,31/10/17
CSQ,Calamos Strategic Total Return Fund,1902067340,2004,n/a,n/a,31/10/17
CAMP,CalAmp Corp.,828799660.8,1983,Technology,Radio And Television Broadcasting And Communications Equipment,31/10/17
CVGW,"Calavo Growers, Inc.",1268525501,n/a,Consumer Non-Durables,Farming/Seeds/Milling,31/10/17
CFNB,California First National Bancorp,160432568.4,n/a,Finance,Major Banks,31/10/17
CALA,"Calithera Biosciences, Inc.",581817568.4,2014,Health Care,Major Pharmaceuticals,31/10/17
CALD,"Callidus Software, Inc.",1718123716,2003,Technology,EDP Services,31/10/17
CALM,"Cal-Maine Foods, Inc.",2176044774,1996,Consumer Non-Durables,Farming/Seeds/Milling,31/10/17
CLMT,"Calumet Specialty Products Partners, L.P.",636856559.8,2006,Energy,Integrated oil Companies,31/10/17
CLXT,"Calyxt, Inc.",621295500,2017,Basic Industries,Agricultural Chemicals,31/10/17
ABCD,"Cambium Learning Group, Inc.",275902690,n/a,Consumer Services,Publishing,31/10/17
CATC,Cambridge Bancorp,298633027.4,n/a,Finance,Major Banks,31/10/17
CAC,Camden National Corporation,689704156.4,n/a,Finance,Major Banks,31/10/17
CAMT,Camtek Ltd.,203892428.2,2000,Capital Goods,Electronic Components,31/10/17
CSIQ,Canadian Solar Inc.,978528827.2,2006,Technology,Semiconductors,31/10/17
CGIX,"Cancer Genetics, Inc.",64802542.75,n/a,Health Care,Medical Specialities,31/10/17
CPHC,Canterbury Park Holding Corporation,55281454.2,n/a,Consumer Services,Services-Misc. Amusement & Recreation,31/10/17
CPLA,Capella Education Company,764510301.5,2006,Consumer Services,Other Consumer Services,31/10/17
CBF,Capital Bank Financial Corp.,2148673800,2012,Finance,Major Banks,31/10/17
CCBG,Capital City Bank Group,440046549.1,n/a,Finance,Major Banks,31/10/17
CPLP,Capital Product Partners L.P.,429688803.8,2007,Transportation,Marine Transportation,31/10/17
CSWC,Capital Southwest Corporation,274250347.5,n/a,Consumer Non-Durables,Textiles,31/10/17
CPTA,Capitala Finance Corp.,135539431.7,2013,n/a,n/a,31/10/17
